transaction_type,amount,starting_balance,ending_balance,destination_account,is_fraudulent
CASH_IN,2344.985018925139,41098.33428753472,43443.31930645986,,0
PAYMENT,3997.6457260939296,7688.77171762642,11686.41744372035,,0
CASH_IN,6514.112003638834,75583.51554696383,82097.62755060266,,0
PAYMENT,6379.8805537921735,64697.93885076666,71077.81940455883,,0
CASH_OUT,4599.5666670166875,67387.94350157582,62788.37683455913,5975776,0
CASH_OUT,6366.829347120061,15124.327065092119,8757.497717972057,8985196,0
CASH_OUT,453.65559490633586,80249.11451694429,79795.45892203796,6865278,0
PAYMENT,5207.658470065396,34534.47829777605,39742.136767841446,,0
DEBIT,6721.37084273726,39811.221115595385,33089.85027285812,,1
DEBIT,3334.2734496909297,35944.45668015993,32610.183230469,,0
CASH_IN,3327.3229270074244,68938.74363910414,72266.06656611156,,0
CASH_IN,1267.1036944730495,46404.03294989409,47671.13664436714,,0
CASH_OUT,8179.791189621388,59634.82065175251,51455.02946213112,6899960,0
CASH_IN,3559.6920459568664,51518.020457687366,55077.71250364423,,0
PAYMENT,5482.086555724223,48099.15992614159,53581.24648186581,,0
PAYMENT,6207.834082966749,31064.318725076075,37272.152808042825,,0
CASH_IN,8024.135898282906,86242.81174615532,94266.94764443823,,0
CASH_IN,4692.204452028729,20732.127429895416,25424.331881924147,,1
CASH_IN,3921.140412443163,58245.07948069369,62166.219893136855,,0
CASH_IN,5346.135297141107,57533.13184214558,62879.26713928669,,0
CASH_OUT,7568.160553084574,73087.1257230485,65518.965169963936,9371084,0
CASH_OUT,4659.654937198433,77761.80064758557,73102.14571038714,7941508,0
CASH_IN,3090.261836831847,47252.22801166448,50342.489848496334,,0
PAYMENT,1918.4843833692753,60607.88611849506,62526.37050186433,,0
CASH_OUT,2557.4052307895495,85297.47420905018,82740.06897826064,2612565,0
PAYMENT,6728.782994813329,48696.46466155496,55425.24765636829,,0
DEBIT,4358.751047386377,28671.33049869647,24312.579451310092,,0
PAYMENT,3784.958180158579,42310.63774601158,46095.59592617016,,0
CASH_IN,3568.0655536321156,23907.080027710657,27475.145581342775,,0
DEBIT,5170.091720400364,57436.33621989445,52266.24449949409,,0
CASH_OUT,4521.089812468833,71289.1241628127,66768.03435034386,4784830,0
CASH_OUT,4453.735712561495,47579.170158649235,43125.43444608774,1553263,0
DEBIT,7698.647855621479,17580.799010927192,9882.151155305713,,0
PAYMENT,8076.032563723267,70433.01670115355,78509.04926487681,,0
CASH_OUT,1779.9566541820072,14474.020768684422,12694.064114502415,2663458,0
CASH_IN,5655.1854622859155,19080.904441539176,24736.089903825094,,0
DEBIT,3446.2758027572154,46433.232250105626,42986.95644734841,,0
CASH_IN,4503.497772277813,55035.70491350998,59539.20268578779,,0
DEBIT,5618.556770253389,58444.94997516708,52826.39320491369,,0
CASH_OUT,4574.560166138162,48677.20895907054,44102.64879293238,4838931,0
PAYMENT,5460.919761255266,85200.87530269715,90661.79506395242,,1
DEBIT,6345.940412063835,51303.366821664036,44957.4264096002,,1
DEBIT,5589.153601080639,70693.36203505872,65104.20843397808,,0
CASH_IN,3706.327391664753,65739.09128189395,69445.41867355871,,0
CASH_OUT,3741.6007860593522,24142.52535590941,20400.924569850056,8536559,0
CASH_IN,2120.589406763929,46605.390254289574,48725.979661053505,,0
CASH_OUT,3292.1594049585633,92466.41026562039,89174.25086066182,6154579,0
CASH_IN,8924.136723797055,39912.98292119485,48837.11964499191,,0
DEBIT,3415.992851809511,36507.58951286619,33091.596661056676,,0
CASH_IN,2613.24237511236,53411.511629540444,56024.7540046528,,0
PAYMENT,5639.855723689547,40629.60141479896,46269.457138488506,,0
CASH_OUT,4779.270481416281,34125.90840995523,29346.63792853895,8404159,0
CASH_OUT,4608.813526301549,40334.332114048266,35725.518587746716,3432081,0
DEBIT,7818.09193282418,78640.1934273725,70822.10149454832,,0
CASH_OUT,6098.25335111673,47267.62617044855,41169.372819331824,4574479,0
PAYMENT,3940.0141365930494,23438.499344905762,27378.513481498812,,0
CASH_IN,4151.0481648164405,19765.069238236716,23916.117403053155,,0
DEBIT,3994.82697218863,94136.0986410894,90141.27166890076,,0
PAYMENT,6749.479243160515,45533.31261131795,52282.79185447847,,0
CASH_OUT,4383.704741093725,58691.57001930837,54307.865278214646,7459907,0
CASH_OUT,1413.6929950916988,34572.45547320781,33158.762478116114,3939145,0
PAYMENT,4903.360642531311,56419.71938542832,61323.08002795963,,0
CASH_IN,1925.947997744142,79186.59303203064,81112.54102977477,,0
CASH_IN,9368.461203509803,36954.736325124904,46323.19752863471,,0
DEBIT,3068.664172305538,59171.73559897165,56103.071426666116,,0
CASH_OUT,4676.270469284538,21885.074482192238,17208.804012907698,1633726,0
PAYMENT,5516.405469402274,90457.32236733584,95973.72783673812,,0
CASH_IN,4422.68367864154,55370.718604891495,59793.40228353303,,0
DEBIT,4419.939197067615,41744.12311295416,37324.18391588655,,0
CASH_OUT,5843.654572321754,44042.517534276725,38198.86296195497,8793717,0
CASH_OUT,8052.4319175925575,39799.23650971329,31746.804592120738,5310840,1
DEBIT,6535.018163634595,40821.89671753014,34286.87855389554,,0
DEBIT,7957.027757147085,1050.0971530067982,-6906.930604140287,,0
CASH_IN,2906.7617838129963,48040.68535806489,50947.447141877885,,0
PAYMENT,5634.725266510723,47202.42638788575,52837.151654396475,,0
CASH_OUT,5310.492104116559,59773.23074520954,54462.73864109298,5836476,0
PAYMENT,5702.182583353469,39537.125071169474,45239.30765452294,,0
CASH_OUT,7752.463941271145,34579.27371717955,26826.80977590841,2883329,0
CASH_OUT,4558.421700415892,49844.501110940495,45286.0794105246,1812155,0
PAYMENT,4188.9932668918245,17752.63763819032,21941.630905082144,,0
DEBIT,6067.9615948373275,52868.463750691684,46800.50215585436,,0
CASH_IN,1443.594544868305,12763.61480956558,14207.209354433886,,0
CASH_OUT,4526.295901755643,72416.37297661591,67890.07707486027,4577412,0
DEBIT,4731.604621429094,63685.3991132155,58953.79449178641,,0
CASH_OUT,3159.2827673861493,31476.282471519735,28316.999704133585,9253683,0
CASH_IN,7114.1180227131545,63222.760266760735,70336.87828947388,,0
CASH_OUT,2875.5193653134315,52230.284485077624,49354.76511976419,9904490,0
CASH_IN,4728.253903272407,29819.795378302802,34548.04928157521,,0
CASH_IN,5586.314450645937,9542.476855418208,15128.791306064144,,0
CASH_OUT,7706.903122952237,56328.713668529046,48621.81054557681,9935230,0
CASH_OUT,4978.887130238293,34114.363057299306,29135.475927061012,4511524,0
CASH_IN,6872.307188256421,71899.39139392159,78771.69858217801,,0
DEBIT,6401.190794554255,50280.67467763703,43879.48388308277,,0
PAYMENT,5246.915112338285,36008.34607005366,41255.26118239194,,0
CASH_IN,2820.973183453089,85956.77466180944,88777.74784526252,,1
CASH_OUT,2130.8382781913024,61528.9298520601,59398.0915738688,7143162,0
CASH_OUT,5213.010802838373,0.0,-5213.010802838373,2130460,0
DEBIT,3914.606252194773,40272.16462418267,36357.55837198789,,0
PAYMENT,6838.522183362584,22318.220159751534,29156.742343114118,,0
CASH_IN,6491.713036197155,34004.04124559383,40495.754281790985,,0
CASH_IN,4630.778011125901,47105.35202162928,51736.13003275518,,0
PAYMENT,2684.5741521174614,57080.97017175092,59765.54432386839,,0
CASH_IN,6021.4710992145465,55227.31484227147,61248.78594148602,,0
PAYMENT,2964.101107729699,71557.46153129604,74521.56263902574,,0
CASH_OUT,3483.07215413827,62731.967550173336,59248.89539603506,3960465,0
PAYMENT,3041.168523569691,61494.938582510105,64536.1071060798,,0
CASH_IN,4722.9979561200935,54029.84646266549,58752.844418785586,,0
PAYMENT,7340.384668141123,75735.97705451802,83076.36172265915,,0
DEBIT,4989.918259552943,43674.46913618165,38684.55087662871,,1
CASH_OUT,4113.562615144609,44193.934625296184,40080.37201015158,7359564,0
CASH_OUT,1948.7701399095117,11888.532940549398,9939.762800639886,6556435,0
PAYMENT,6104.249169459686,71123.28087620072,77227.5300456604,,0
CASH_IN,3439.190788142745,48461.48488441691,51900.67567255966,,1
DEBIT,5235.0352383161935,108672.11412342545,103437.07888510925,,0
CASH_OUT,4291.562768166719,41889.346164750845,37597.78339658413,3154828,0
CASH_OUT,6676.354439198875,51771.5625883347,45095.208149135826,9943078,0
CASH_IN,4685.527215942896,60930.099072168276,65615.62628811118,,0
CASH_IN,4882.147290953897,27962.00054022574,32844.14783117964,,0
DEBIT,5971.494294910919,57170.954277584555,51199.45998267364,,0
PAYMENT,9213.880364526372,50693.22864114371,59907.10900567008,,0
CASH_IN,6776.8938607171085,43926.23620646325,50703.130067180355,,0
PAYMENT,4822.787787302781,73452.07917486013,78274.86696216291,,0
DEBIT,5006.395981230577,31925.025641786888,26918.62966055631,,0
PAYMENT,3950.2810793511308,55498.042261644434,59448.323340995565,,0
CASH_OUT,3100.0085929606093,79093.28582770092,75993.27723474031,2033122,0
PAYMENT,3894.4984258673558,35867.56488087403,39762.06330674139,,0
DEBIT,3455.702072576115,44062.28034615402,40606.5782735779,,0
DEBIT,6306.736767591771,96906.09126943657,90599.35450184479,,0
DEBIT,2857.610284262028,59487.82130312114,56630.21101885911,,0
PAYMENT,7666.421122760088,39876.05046714765,47542.47158990774,,0
CASH_OUT,6504.092767237659,66052.49520156956,59548.4024343319,7585513,0
CASH_IN,5041.003458735337,38638.12896817949,43679.132426914824,,0
CASH_OUT,5000.637222930137,18701.68151679858,13701.044293868443,3855157,0
PAYMENT,3885.437380770893,77447.2789053034,81332.7162860743,,0
PAYMENT,5540.168822695528,27938.81471737971,33478.98354007524,,0
CASH_IN,7176.184926417178,99034.25249994581,106210.43742636299,,0
PAYMENT,3593.6870754883726,40213.35249075589,43807.03956624426,,0
DEBIT,1933.215822162539,92665.29363123712,90732.07780907457,,0
DEBIT,6406.436509713488,22626.578629598844,16220.142119885357,,0
DEBIT,5648.731948487601,70509.87172532507,64861.139776837466,,0
DEBIT,2759.602397117641,59994.525459693,57234.92306257536,,0
DEBIT,3533.217258171764,66754.92451110303,63221.70725293127,,0
PAYMENT,3281.7914518997186,69360.45413352521,72642.24558542493,,0
CASH_IN,3550.935461931502,40045.09715437656,43596.03261630806,,0
CASH_IN,4352.6344919176245,23823.12315994003,28175.757651857653,,0
DEBIT,4466.905391438506,48981.645393215644,44514.740001777136,,1
PAYMENT,3698.4126898630793,54460.60515170268,58159.01784156576,,0
CASH_OUT,3483.6723610001436,40563.1075768899,37079.43521588976,9038363,0
CASH_OUT,4542.431312161237,55551.07940319723,51008.648091036,9747481,0
PAYMENT,5335.383069719122,56592.5106234948,61927.893693213926,,0
DEBIT,4367.406927270311,31799.471069122683,27432.064141852374,,0
CASH_IN,7317.334046682603,57899.42563380931,65216.759680491916,,0
PAYMENT,6016.175428841573,44655.75952610708,50671.93495494866,,0
CASH_OUT,1818.3082862826082,36000.38199593258,34182.07370964997,8879959,0
CASH_OUT,6047.455530827707,65747.50276447987,59700.04723365216,8496416,0
CASH_OUT,6211.087965171166,34460.17576612911,28249.087800957946,4991940,0
DEBIT,4130.5300637516175,40866.648201905475,36736.118138153855,,0
CASH_OUT,2009.6048253936888,51441.01700373312,49431.41217833943,4206821,0
PAYMENT,5016.133518822272,77486.23241308477,82502.36593190704,,0
PAYMENT,4984.582697035512,53855.681554485964,58840.264251521476,,0
CASH_OUT,2756.7075269336106,60565.76664949335,57809.05912255974,4700611,0
PAYMENT,2097.561567480129,44047.14928007008,46144.71084755021,,0
CASH_OUT,4824.892907093121,48430.207512473185,43605.31460538007,5172306,1
CASH_OUT,4533.845615898356,49022.455329608114,44488.60971370976,8079067,0
CASH_IN,4165.469269355212,55866.12472034049,60031.593989695706,,0
DEBIT,4833.178530506877,44080.648539034795,39247.47000852792,,0
DEBIT,2794.4472523593618,76799.99770952419,74005.55045716483,,0
CASH_IN,4130.358774267772,42536.67522995716,46667.03400422493,,0
CASH_IN,6066.6500612286945,15855.177295892652,21921.827357121347,,0
DEBIT,4300.0598392974225,104855.93208740039,100555.87224810297,,0
CASH_OUT,1656.0550564148962,43452.62618112496,41796.57112471006,6393080,0
CASH_OUT,4054.615444552857,76263.39574182694,72208.78029727409,4541204,0
DEBIT,2859.683072986279,78095.81683919518,75236.13376620889,,0
CASH_OUT,5534.272592923461,68904.28624500764,63370.01365208418,6578657,0
CASH_IN,5637.6748067608505,46039.455608051954,51677.130414812804,,0
CASH_OUT,1682.4507498279381,55733.696397486856,54051.245647658914,9781658,1
CASH_OUT,6518.025941164378,24509.795813901455,17991.769872737077,1944709,0
PAYMENT,2775.627397442883,89802.95547636552,92578.5828738084,,0
PAYMENT,8118.364580964702,32963.8800363466,41082.2446173113,,0
PAYMENT,4902.447470998766,44921.98074518249,49824.42821618126,,0
CASH_OUT,2507.2130029216755,51979.72974080502,49472.51673788334,4174736,0
DEBIT,2716.0278586146374,47851.2049032608,45135.17704464616,,0
CASH_IN,5696.190583574689,36862.53435413212,42558.72493770681,,0
CASH_OUT,4217.400220203244,77886.78104109377,73669.38082089052,6018432,0
DEBIT,4806.692180763718,69005.5856697656,64198.89348900188,,0
CASH_OUT,8225.560465394079,56440.94408651386,48215.38362111978,2447726,0
CASH_IN,3601.5118715418494,42008.938880065,45610.45075160685,,0
CASH_OUT,5119.925715391413,71285.51743688941,66165.591721498,3048938,0
CASH_IN,7839.688974746106,40710.62734444869,48550.3163191948,,0
CASH_OUT,5541.0269509328,81407.83680675631,75866.8098558235,8659023,0
CASH_IN,1786.7945292839881,52224.41830966855,54011.21283895254,,0
CASH_OUT,6010.778023464273,74595.6305394543,68584.85251599003,5421867,0
CASH_IN,2673.9942844331117,47723.59347632834,50397.587760761446,,0
PAYMENT,7813.61505746593,51430.66364081889,59244.27869828482,,0
CASH_OUT,3354.2647900040442,74508.42122917333,71154.15643916928,5822532,0
CASH_OUT,10939.019015491329,93878.50303608889,82939.48402059756,8439539,0
DEBIT,7934.751976655356,81207.33635009763,73272.58437344227,,0
DEBIT,3406.7748607440426,67542.692387557,64135.91752681296,,0
CASH_IN,5040.027610003221,61785.66865915193,66825.69626915516,,0
CASH_OUT,6507.288563266927,39861.02619480748,33353.73763154055,8392208,0
CASH_IN,6567.320948453415,55904.59482210865,62471.91577056207,,0
PAYMENT,5884.672519952394,31739.016320065366,37623.68884001776,,1
DEBIT,7504.31807393222,57515.642673695475,50011.324599763255,,0
CASH_IN,4754.062106731261,58801.01321387147,63555.07532060273,,0
CASH_IN,4266.5646628479335,10783.097170636167,15049.6618334841,,0
DEBIT,4306.272024150779,50774.77218383414,46468.50015968336,,0
CASH_OUT,6716.746463944254,58297.4979817821,51580.751517837845,9675571,0
CASH_IN,5730.362080605292,48325.802857219554,54056.16493782485,,0
DEBIT,5582.567331380513,57160.976777131415,51578.409445750905,,0
CASH_OUT,6590.468498514364,23165.55513287372,16575.086634359355,4734485,0
PAYMENT,897.8951842922897,34482.713888794824,35380.609073087115,,0
DEBIT,5620.137647750301,70698.76326327866,65078.625615528355,,0
CASH_IN,5437.137777747432,50011.433312915535,55448.57109066297,,0
PAYMENT,8337.61616260141,56797.57962629817,65135.19578889958,,0
CASH_OUT,1942.8240354726659,39069.57678582842,37126.75275035576,6983725,0
CASH_OUT,8114.373264753516,50389.88046553713,42275.50720078361,8071242,0
DEBIT,5150.8182578493315,3959.756397296027,-1191.0618605533045,,0
DEBIT,5977.97906132009,66920.23876841532,60942.25970709523,,0
DEBIT,8351.837575218753,86158.6567790494,77806.81920383064,,0
CASH_OUT,6121.522536011146,28699.649015707186,22578.12647969604,4094838,0
PAYMENT,5800.736578925122,31193.35624980864,36994.09282873376,,0
CASH_OUT,5484.582371604637,58817.59796474964,53333.015593145006,8213793,0
CASH_IN,4033.043730011246,79477.58581013491,83510.62954014615,,0
CASH_OUT,4943.021750979215,49958.05365234111,45015.031901361894,7261703,0
CASH_IN,3568.9744677545027,25413.63958374992,28982.61405150442,,0
PAYMENT,4910.866201149036,45827.65526724254,50738.52146839158,,0
DEBIT,328.13860588980697,29401.35839376415,29073.219787874343,,0
DEBIT,5858.079135135097,36623.07414262447,30764.995007489375,,0
CASH_OUT,4756.525492432749,43919.17801693367,39162.652524500925,5469184,0
DEBIT,4327.592526666472,31413.508235167457,27085.915708500987,,0
PAYMENT,5439.516167880286,34441.8855165087,39881.401684388984,,0
DEBIT,2132.8721540691186,51490.68000444487,49357.80785037575,,0
CASH_OUT,8858.539993242564,54300.7162427446,45442.17624950204,7695291,0
PAYMENT,4794.465077024801,21520.393323580658,26314.85840060546,,0
CASH_IN,4708.311134055621,57927.63445018674,62635.94558424236,,0
CASH_OUT,3069.2075797341554,42361.322737372044,39292.11515763789,5913791,0
CASH_IN,5047.892764898523,64405.23047105218,69453.1232359507,,0
PAYMENT,7773.919780546561,65609.9504137572,73383.87019430376,,0
CASH_OUT,7071.832418864068,39109.17638089903,32037.34396203496,7567387,0
CASH_OUT,6708.875502281112,62282.95388075466,55574.078378473554,9043180,0
PAYMENT,6092.797903334544,33260.8792060234,39353.677109357945,,0
DEBIT,4282.91494487478,76475.2412567058,72192.32631183103,,0
CASH_OUT,2099.673665926596,34017.275982870706,31917.60231694411,5692076,0
CASH_OUT,4597.92245626673,57054.99217251026,52457.06971624353,8307662,1
CASH_IN,4528.257070932646,46247.8171071144,50776.07417804705,,0
DEBIT,7097.588879342482,29662.109715247978,22564.520835905496,,0
CASH_IN,5618.780884919641,68018.31523570618,73637.09612062582,,0
CASH_IN,8224.623055807097,37717.36382266418,45941.986878471274,,0
DEBIT,7394.977080076349,15998.556700433874,8603.579620357525,,0
DEBIT,4087.0087809918086,0.0,-4087.0087809918086,,0
PAYMENT,1409.7416067602635,32499.106111440586,33908.84771820085,,1
DEBIT,7771.150467882962,77518.16838597947,69747.0179180965,,0
CASH_OUT,7718.770446461489,75154.7693500732,67435.9989036117,7425884,0
DEBIT,2267.5768181955477,35628.03195304936,33360.45513485381,,0
PAYMENT,8018.480039655002,42510.901705972414,50529.38174562741,,0
PAYMENT,5764.234341185036,40701.73848887954,46465.97283006458,,0
PAYMENT,5321.370996251306,23331.357091008627,28652.728087259933,,0
DEBIT,8229.566508494654,31023.36256753314,22793.796059038483,,0
DEBIT,7689.37034646123,69622.99038801569,61933.62004155446,,0
CASH_IN,6302.661903990407,60077.75742758801,66380.41933157842,,0
CASH_IN,5946.434131623966,55461.77717059778,61408.211302221745,,0
CASH_OUT,6232.788581060719,23297.067766782828,17064.27918572211,6100752,0
CASH_IN,4199.885132234948,52014.06428067955,56213.9494129145,,0
CASH_OUT,4889.797100535358,3923.1006102395695,-966.6964902957889,4249329,0
PAYMENT,3195.3656908109147,66856.05382521066,70051.41951602157,,0
CASH_IN,4333.920448522163,55171.498014742836,59505.418463265,,0
DEBIT,4266.732242662134,23095.350958003397,18828.61871534126,,0
CASH_IN,3729.389260756671,82328.5111498008,86057.90041055747,,0
CASH_OUT,5273.493005296927,14076.706816628372,8803.213811331445,7159198,0
CASH_IN,4352.038298598845,60606.12364499205,64958.161943590894,,0
PAYMENT,6004.469440703948,61103.43537957324,67107.90482027718,,0
DEBIT,1755.3587734124694,25206.591212950385,23451.232439537915,,0
CASH_OUT,4773.2904117854005,49242.986183797664,44469.69577201227,7122275,0
DEBIT,5263.1032803549915,17263.44315694274,12000.339876587748,,0
DEBIT,4378.741520326239,0.0,-4378.741520326239,,0
CASH_OUT,4655.214600381538,28642.475461366826,23987.26086098529,6200938,0
DEBIT,1829.5079785402854,37667.501154760066,35837.99317621978,,0
DEBIT,5712.954209338985,62885.12361621583,57172.16940687685,,0
CASH_IN,6295.211965134141,51348.16170121639,57643.37366635053,,0
DEBIT,5987.074588407534,51870.90918772292,45883.834599315385,,0
DEBIT,7077.454118884366,29711.5675343283,22634.113415443935,,0
DEBIT,5403.059211565004,39399.77391917227,33996.714707607265,,0
DEBIT,5957.362361301874,31401.46780261678,25444.105441314903,,1
CASH_OUT,5312.1814769137045,25500.519859403834,20188.33838249013,7938080,0
PAYMENT,6375.1014391849885,38126.01146025486,44501.112899439846,,0
CASH_IN,1845.5407277357558,51490.24770192667,53335.78842966243,,0
DEBIT,3212.838064043978,38547.22961151593,35334.391547471954,,0
DEBIT,8173.799314066182,43529.94661150054,35356.14729743436,,0
CASH_OUT,79.12835580758929,63898.296218227806,63819.16786242022,5141384,0
PAYMENT,4719.644140349312,39984.91162618593,44704.55576653524,,0
DEBIT,7344.549919216137,23320.667380242172,15976.117461026035,,0
CASH_OUT,4813.478668916471,61269.07043202478,56455.591763108314,5829910,0
CASH_IN,4189.977857098605,55316.99297016569,59506.97082726429,,0
CASH_IN,5258.843353630601,56573.18996344629,61832.03331707689,,0
DEBIT,4293.759639995107,62516.773150714194,58223.01351071909,,0
DEBIT,5061.698985513878,59132.830546158904,54071.13156064502,,0
PAYMENT,3633.237926959741,50574.57384942608,54207.811776385824,,0
PAYMENT,7217.3488399114485,97829.05325704186,105046.4020969533,,0
DEBIT,7846.529842131322,24300.625073960913,16454.09523182959,,0
CASH_OUT,4733.219355776755,38271.65443022884,33538.435074452085,7589550,0
PAYMENT,2227.0211586175133,69346.68729356334,71573.70845218086,,0
DEBIT,3952.3136593732097,52851.72584191149,48899.412182538275,,0
PAYMENT,4632.022679794071,65158.46068022477,69790.48336001884,,0
DEBIT,6011.077753806416,53395.128590737426,47384.05083693101,,0
CASH_IN,2983.973553658644,77481.13102319963,80465.10457685827,,1
DEBIT,3461.6753627156986,29849.782887335085,26388.107524619387,,0
CASH_IN,6021.352275717615,76849.19778813419,82870.5500638518,,0
PAYMENT,6877.817664079115,73419.92986408534,80297.74752816446,,0
DEBIT,3756.8119096586315,25794.2177153924,22037.405805733768,,0
PAYMENT,2333.565892098008,62613.30819775346,64946.874089851466,,0
CASH_IN,11568.236402575767,49139.20135526821,60707.437757843974,,0
DEBIT,6566.608474177427,37868.35961761873,31301.751143441303,,0
PAYMENT,4465.992476465937,12227.616205645609,16693.608682111546,,0
CASH_IN,6738.062551061679,29783.726577653662,36521.78912871534,,0
PAYMENT,4751.086740571156,64162.242803691785,68913.32954426295,,0
CASH_OUT,6734.313778200372,66276.82538521114,59542.51160701076,9835120,0
CASH_IN,5318.786395552444,45785.79038847657,51104.576784029014,,0
CASH_IN,5182.543796335147,66339.70286286568,71522.24665920083,,0
CASH_IN,4772.836263538423,68905.20155788274,73678.03782142117,,0
DEBIT,2105.2373330738205,53092.799172526946,50987.56183945313,,0
DEBIT,8876.18979878628,35553.32752299591,26677.13772420963,,0
DEBIT,3116.9321594645135,58821.0822563129,55704.15009684838,,0
CASH_OUT,2279.952847378811,59739.69415317727,57459.74130579846,7368254,0
CASH_OUT,4574.280234487265,63478.8878070062,58904.60757251893,4050247,0
CASH_IN,3077.0563729789865,67308.06540004478,70385.12177302377,,0
CASH_OUT,4896.574418879458,22756.708561575568,17860.134142696108,5934900,0
PAYMENT,6375.527697123537,39801.41509268516,46176.942789808694,,0
CASH_IN,6990.605801058446,12027.57308624361,19018.178887302056,,0
CASH_IN,6629.461443243364,64939.920767106945,71569.3822103503,,0
PAYMENT,4388.735890428639,45753.77104039168,50142.50693082032,,0
CASH_IN,5099.1836553231715,58616.2814139483,63715.46506927147,,0
CASH_OUT,5815.7581017949815,20486.425036196833,14670.666934401852,8629965,0
DEBIT,1484.4251521158549,78019.61699386101,76535.19184174515,,0
PAYMENT,6141.169400239719,26113.2167076145,32254.38610785422,,0
CASH_OUT,2085.401424832337,65491.26608764917,63405.864662816835,6676087,0
PAYMENT,9080.69319781298,52359.00341785083,61439.69661566381,,0
PAYMENT,4190.969830716609,46211.14444947642,50402.11428019303,,0
CASH_IN,4630.249645610817,44596.79786775652,49227.04751336734,,0
CASH_IN,3460.5858015242893,37238.7398136774,40699.32561520169,,0
CASH_OUT,3740.0599362886205,75903.92353801537,72163.86360172674,3190819,0
PAYMENT,9548.18713828648,50252.25668704485,59800.44382533133,,0
CASH_IN,6880.739377246595,24615.5693929356,31496.308770182193,,0
CASH_IN,1901.5951097043235,42320.7959593032,44222.39106900752,,0
PAYMENT,8008.425801370459,52566.78054405877,60575.20634542923,,0
CASH_OUT,7386.484550282863,67956.10562890652,60569.621078623655,1204792,0
CASH_OUT,4437.575075423423,37907.605589655854,33470.03051423243,6691885,0
PAYMENT,5613.393884059675,39244.468883909045,44857.86276796872,,0
CASH_OUT,4970.111841157852,50468.64254294811,45498.53070179026,3134725,0
CASH_IN,8945.159808893864,67468.49639894652,76413.65620784038,,0
PAYMENT,3407.419622015819,22624.90928807941,26032.328910095228,,1
CASH_IN,5292.021219551454,60107.09261983491,65399.113839386366,,0
DEBIT,4143.709338014391,40718.74939742688,36575.04005941249,,0
DEBIT,2133.9191907642917,43511.348365030266,41377.42917426598,,0
CASH_OUT,9383.276510109974,90031.51490259498,80648.238392485,4093888,0
DEBIT,2636.8668417951753,46070.615508969495,43433.74866717432,,0
CASH_IN,5440.258374975552,65093.8750061716,70534.13338114716,,0
DEBIT,1518.5987872393293,64378.27674406697,62859.67795682764,,0
CASH_IN,4201.858921513814,26399.521718029864,30601.380639543677,,0
CASH_OUT,5843.937642866915,13092.113495541918,7248.175852675004,5792901,1
CASH_OUT,3350.5320409952747,66419.64184833821,63069.10980734294,9469172,1
CASH_IN,6173.60370147131,28329.076151029625,34502.679852500936,,0
DEBIT,4461.917816223835,16716.340908579456,12254.42309235562,,0
CASH_OUT,7320.165024797227,70523.24429688396,63203.07927208673,3853198,0
PAYMENT,7723.521826680447,29611.46532448814,37334.987151168585,,0
CASH_OUT,3826.5104785399767,34549.65048631212,30723.140007772145,2763964,0
DEBIT,5153.465718785914,89487.4631017859,84333.997383,,0
PAYMENT,5366.908452944465,16805.29277236858,22172.201225313045,,0
DEBIT,6238.698590869397,24874.27917186149,18635.580580992093,,0
CASH_IN,5028.763992488532,40806.03715052159,45834.80114301012,,1
PAYMENT,5380.421918685684,45194.86320331156,50575.28512199724,,0
DEBIT,4513.187050409761,32125.094357646936,27611.907307237176,,0
PAYMENT,5230.4797339440365,26826.898053541674,32057.37778748571,,0
DEBIT,7595.880387070265,80199.88648863861,72604.00610156835,,0
PAYMENT,6292.166482423709,55259.72248209431,61551.88896451802,,0
DEBIT,6402.511278886738,61703.37488418376,55300.86360529702,,0
CASH_IN,6446.140648271156,47255.49646882928,53701.637117100436,,0
PAYMENT,4692.382444237929,55789.09897718273,60481.481421420656,,0
PAYMENT,5637.6540871590605,68658.0332221918,74295.68730935086,,0
PAYMENT,2829.6526433285107,30074.019709093303,32903.67235242181,,0
PAYMENT,7537.615312633914,55296.719930359635,62834.33524299355,,0
CASH_IN,0.0,63920.846268157824,63920.846268157824,,0
PAYMENT,4825.703215329149,80895.9469276852,85721.65014301435,,0
CASH_OUT,7281.791954300548,88957.81959603523,81676.02764173469,7727255,0
CASH_IN,2272.264132741317,51397.19593963523,53669.46007237655,,0
CASH_OUT,5799.559835233702,72772.77899374269,66973.21915850899,3314922,0
PAYMENT,3638.4671068419466,0.0,3638.4671068419466,,0
DEBIT,4262.393469622262,81045.65818753428,76783.26471791202,,0
CASH_OUT,6891.881921278876,35482.32676558393,28590.444844305053,6874958,1
PAYMENT,5396.1138517703,45178.05102024219,50574.16487201249,,0
CASH_OUT,931.2882642312748,58822.08968734043,57890.80142310915,5683331,0
PAYMENT,3047.1489205368034,46931.15265368972,49978.30157422653,,0
PAYMENT,6950.671469777519,53929.06759136269,60879.73906114021,,0
PAYMENT,5897.8854363859955,81753.85936452287,87651.74480090887,,0
DEBIT,8496.27114504857,42315.59909308057,33819.327948032005,,0
CASH_OUT,8365.295188026594,28261.523669988932,19896.22848196234,1205175,0
CASH_IN,4315.509739706416,86269.27714597102,90584.78688567743,,0
CASH_IN,10006.475610138976,60535.28434009355,70541.75995023253,,0
CASH_IN,5048.959339703822,88444.77950626927,93493.7388459731,,1
